EpisodeID,Timestamp,WasAssisted,Accuracy,WorldPosX,WorldPosY,WorldPosZ,WorldRotX,WorldRotY,WorldRotZ,WorldRotW,WorldVelX,WorldVelY,WorldVelZ,WorldAngVelX,WorldAngVelY,WorldAngVelZ
27,129.2548,1,0.4512994,1.908374,6.32928,-3.138807,0.06467807,-0.01210818,0.4718961,0.8791952,0.9196971,0.3569686,2.942419,0.5743135,-2.989048,-3.239119
27,129.2698,1,0.9898311,2.064278,6.447268,-2.845849,0.07365671,0.04326843,0.4748523,0.8759097,0.9693443,0.6063644,2.807418,-0.8919575,-4.068825,-2.275903
27,132.9598,1,0.7248582,0.0542106,6.263705,-3.203379,-0.07051897,-0.2020566,0.4232183,0.8803899,0.01627006,0.561879,2.264829,0.9739172,-3.763039,-4.39316
27,134.0448,1,0.9831234,2.210849,6.244483,-2.764817,0.07222208,0.03615925,0.4916477,0.8670404,0.8834107,0.5242294,1.950666,-0.8421891,-2.91308,-2.59084
27,134.8798,1,0.8767725,0.603847,5.982008,-2.629168,0.0737187,0.02188513,0.2606775,0.9623584,0.6874297,-0.037986,1.678809,-3.185769,-9.622313,0.5331559
29,140.0298,1,0.9274729,1.129855,5.862124,-2.169992,0.0568682,0.08787801,0.3879465,0.9157188,1.049606,0.2259104,2.604345,-3.557252,-8.460865,-2.306359
29,142.7648,1,0.9070796,0.2017078,6.062412,-2.908731,0.01702562,-0.2311742,0.342553,0.9104537,0.0847228,0.2211176,1.880226,-0.878242,-3.153809,0.2603042
29,144.4598,1,0.9496962,-1.214531,5.77001,-5.36972,0.1199464,-0.2271123,0.2086538,0.9436612,-0.4468673,-0.2161694,1.582167,-1.574317,-5.721184,1.123824
30,147.9448,1,0.9096478,0.9372014,6.038647,-3.882106,0.035375,-0.1749924,0.1995223,0.9634922,0.7142135,-0.3020833,2.192339,-2.465084,-5.11574,0.3979812
30,153.4148,1,0.9314623,-0.1275378,6.099456,-5.215642,0.1109959,-0.2357913,0.178391,0.9488198,0.1441305,0.1425454,1.316852,1.004339,0.2807706,-1.603178
31,155.9598,1,0.9339757,-1.842335,6.175366,-3.985137,-0.02304196,-0.3293459,0.2172709,0.9185824,-0.5006603,-0.013778,2.332294,-1.252485,-4.28063,-1.631309
32,158.4298,1,0.8943402,-1.817132,6.004804,-5.355086,-0.0736655,-0.5075133,0.2257012,0.8282889,0.5273001,-0.0794303,1.020436,0.5323724,-0.334946,-3.805673
32,160.1548,1,0.2088787,1.904315,6.132894,-3.145305,0.1451345,0.2086813,0.2447348,0.9356778,-0.4684705,0.1126619,2.107401,0.6821386,1.172323,-0.191931
33,162.6098,1,0.9874564,-0.5483751,6.082299,-2.844645,0.0284749,-0.1513477,0.3300092,0.9313307,0.283777,0.1807912,2.875414,-0.9725466,-5.850801,-2.337795
34,165.0798,1,0.9955497,2.489861,5.867279,-4.390197,0.2325519,0.1579376,0.3750373,0.8833585,0.7126549,-0.1897059,2.096459,-2.664901,-3.612562,-1.679562
34,167.6348,1,0.7975781,-0.3703295,6.140922,-0.6810703,-0.03363431,-0.1157432,0.4194865,0.8997239,0.2109596,0.1066042,3.030827,-2.039387,-5.873704,-5.361334
34,170.2048,1,0.5499642,-0.00507012,5.872852,-1.936712,0.01702154,-0.2117851,0.418553,0.8829896,0.3198086,-0.5093544,2.977163,-3.979159,-8.087079,-5.582496
35,173.2198,1,0.8344121,-1.369976,5.698648,-5.357152,0.06870556,-0.4973295,0.215089,0.8376632,-0.1260587,-0.3976749,1.718525,-1.442542,-4.693678,-2.084807
37,177.5947,1,0.8673562,1.28795,6.036141,-3.46096,0.1364826,0.09005087,0.3000658,0.9397999,1.135674,0.1064776,2.557729,-2.043216,-6.315746,-0.5086211
37,181.9247,1,0.6056903,-0.5151504,6.258471,-3.886994,-0.0213283,-0.2408404,0.2615084,0.9344271,-0.05493515,0.2124462,2.340386,0.7426732,-2.282677,-1.897474
38,184.5647,1,0.965432,-1.737579,6.340763,-3.425529,-0.06607792,-0.3298635,0.2040115,0.9193492,-0.1731489,0.1395247,2.254284,-0.4633765,-5.051269,-1.637493
39,186.9397,1,0.9506454,-2.363662,6.09795,-3.853447,-0.09122792,-0.2365805,0.2813574,0.9254972,-0.08170351,-0.4777987,2.5834,-4.204981,-7.388745,-3.765992
40,189.1897,1,0.9593606,-0.06958899,6.223672,-3.430171,0.009832293,-0.2172762,0.3015891,0.9282987,0.2894222,0.2256118,2.820207,-2.466332,-8.484836,0.3847382
40,194.2697,1,0.9969229,-1.201727,6.314996,-4.318872,-0.0423075,-0.2450423,0.2456751,0.9369141,-0.09156165,-0.005068421,2.073971,-1.345884,-5.334413,-1.27804
40,199.4247,1,0.9202564,-1.608335,6.215984,-3.054305,-0.0269523,-0.2512725,0.2462506,0.9356796,-0.4164413,-0.4090729,3.048945,-1.785868,-6.741857,-5.018499
40,204.7847,1,0.8402999,-0.9893154,6.038212,-4.368526,-0.01140651,-0.3756865,0.3229396,0.8685848,0.87782,-0.2997533,2.29842,-4.099277,-7.538112,-2.743106
40,205.4697,1,0.0885148,-0.732869,6.413918,-6.342461,-0.02599788,-0.4115089,0.238658,0.8792194,-1.009748,-0.07924646,-0.5212364,2.564092,3.409803,-0.2382624
40,208.2397,1,0.3828464,-1.641257,6.301011,-1.769126,-0.08411327,-0.2913149,0.2575064,0.91747,-0.2248571,0.1041387,2.575459,-3.010521,-6.942205,-0.8394233
41,214.0597,1,0.9394838,-0.1072308,6.056439,-5.242079,-0.002954125,-0.5018874,0.2797039,0.8184534,-0.1498588,0.0172658,1.34492,-0.2101711,-3.98945,-2.589041
41,215.8097,1,0.1476139,-2.286615,6.333829,-4.449451,-0.04116163,-0.3033301,0.179973,0.9348295,-0.1729999,0.03207991,1.824052,-2.852985,-7.582899,2.696876
42,218.2797,1,0.9857715,1.461421,6.009429,-2.786333,0.2129771,0.06736908,0.3802384,0.8975081,-0.03521277,0.3369683,2.353617,-0.09893801,-2.853212,1.299672
42,220.7547,1,0.7213564,-0.6049545,6.439793,-1.705817,-0.06252182,-0.1887052,0.2979104,0.9336652,-0.3432774,0.2787845,2.385795,-0.6301467,-3.802371,-1.193428
44,224.5697,1,0.798269,1.011861,5.864337,-5.278122,0.1034247,-0.2810853,0.2728822,0.9142371,0.8327195,0.04081265,1.324997,-0.1721444,-0.4384805,-1.640399
45,227.1947,1,0.9799773,-0.04909271,5.991551,-4.393107,0.09674916,-0.3796614,0.2549576,0.8840212,-0.03818912,-0.04707851,1.727144,-0.7850013,-2.476132,-0.8682424
