EpisodeID,Timestamp,WasAssisted,Accuracy,WorldPosX,WorldPosY,WorldPosZ,WorldRotX,WorldRotY,WorldRotZ,WorldRotW,WorldVelX,WorldVelY,WorldVelZ,WorldAngVelX,WorldAngVelY,WorldAngVelZ
18,64.71991,1,0.4191634,-1.612361,6.155654,-4.659369,0.2802735,-0.2535379,0.16407,0.9111785,-1.163479,-0.0545292,0.08829656,0.7612699,1.899493,-1.362441
19,66.8999,1,0.4442575,-1.248626,6.153027,-4.611745,0.2791283,-0.1926913,0.1231155,0.9326306,-1.03526,-0.1267095,0.1602378,0.46153,2.557395,-0.615338
20,71.4549,1,0.9791034,1.862378,6.74865,-2.943035,0.2415518,0.2896704,0.05226421,0.9246687,0.681808,0.268885,1.115222,-0.1979329,-2.183595,1.482161
1,6.554991,1,0.8979801,1.979975,6.458107,-1.502572,0.3088582,0.2770929,0.1183862,0.9021146,0.454596,0.1438971,2.484915,3.505696,-3.336417,-0.4236428
1,6.569991,1,0.9837308,1.966828,6.539189,-1.255774,0.2737464,0.2717701,0.1510442,0.910159,0.2856565,0.2156802,2.428255,4.242169,-2.712224,-1.225445
2,8.859987,1,0.9889847,1.704051,6.182531,-2.083758,0.3210869,0.281459,0.03467312,0.9035938,-0.1113128,-0.05155808,2.108046,0.95565,-1.224857,0.1059724
2,9.569986,1,0.3497841,-0.5163261,5.855701,-4.119822,0.3409728,-0.1334617,0.146084,0.919013,-1.857994,-0.1416048,-0.883743,0.1531982,5.71434,-2.14977
2,9.584987,1,0.8926197,-0.842947,5.865585,-4.264361,0.3327079,-0.2028418,0.1424764,0.9098687,-2.065681,-0.07048043,-0.9210052,0.7531178,6.787444,-2.452791
2,11.59998,1,0.6357934,-2.245005,6.52758,-2.354557,0.2016135,-0.2721732,0.1460147,0.929491,-0.8514896,0.1770801,1.820738,1.422196,-2.764977,0.4711226
2,13.33498,1,0.2700043,-1.871249,6.312473,-2.929749,0.2365975,-0.1908424,0.1017431,0.9472324,-0.209669,-0.02270173,1.927763,0.9746987,-5.124962,1.82357
2,14.97498,1,0.2828141,1.158035,6.127685,-2.403843,0.3388721,0.1555681,-0.05332395,0.9263481,-0.1332929,0.06792408,2.501993,1.243975,0.8390583,2.85453
4,22.05497,1,0.412521,0.477455,6.491641,-5.280608,0.2815983,0.1357274,-0.02618987,0.9495233,1.07382,-0.04814797,0.2773131,0.8393787,-2.9663,1.424127
4,24.49997,1,0.6970289,-0.4417316,6.897236,-1.207646,0.184556,0.01520457,0.1315827,0.9738551,0.1117066,-0.01536844,2.597975,1.027063,-3.409515,-0.2162941
4,25.22496,1,0.456424,-1.776326,6.327018,-4.435121,0.2921159,-0.07708298,0.0528486,0.9518055,-1.339444,0.05144474,0.1072866,0.2503392,1.984495,-0.8422648
5,28.16496,1,0.8162985,-1.344998,6.544761,-5.577708,0.3255188,-0.08546101,0.07237408,0.9388801,0.6972559,0.2622597,1.874304,1.999326,-3.329817,0.4894299
7,39.17994,1,0.4503987,-1.056209,6.486752,-5.430818,0.3380268,-0.1398678,0.1051394,0.9247273,-0.9830828,-0.0873051,-0.2083319,-0.3760713,3.686365,-1.00285
7,41.59494,1,0.3002452,-0.9112474,6.849904,-2.373947,0.2554505,0.006916306,0.1209845,0.9591975,-0.4174589,-0.01461652,3.026836,1.513714,-1.771858,0.9129301
7,42.42994,1,0.3134107,-0.5509057,6.472649,-4.501835,0.3044154,0.1487074,0.06315938,0.9387375,0.7810829,-0.007793171,0.9169996,1.04497,-4.782307,1.018415
7,44.85994,1,0.4007996,0.0693574,6.839474,-3.554906,0.295439,0.009257313,0.1019389,0.9498623,-0.2421626,0.1044689,2.387859,2.439411,-0.9961644,-0.1291395
8,46.45993,1,0.3262519,-1.077655,6.338324,-5.271147,0.3334444,-0.1919251,0.1181293,0.9154371,-1.747023,-0.2676601,0.1617702,-1.199878,3.61341,-0.8609712
9,54.05492,1,0.9950678,-1.981041,6.376639,-5.411194,0.3288407,-0.3976511,0.1247858,0.8474467,-0.4156834,0.03542508,1.547716,1.036193,-1.534811,0.4212881
10,62.89991,1,0.8383683,0.4941461,6.705377,-1.380321,0.3089812,0.1021569,0.06786189,0.9431274,-0.2972756,0.2754537,2.410277,0.9572451,0.3126034,0.3783632
10,64.38491,1,0.1796663,0.09954524,6.758132,-3.812798,0.3164749,-0.03640033,0.07253469,0.9451229,-0.2839422,0.3448593,2.102659,2.512387,-3.16715,-0.3523913
11,66.13991,1,0.4230402,1.239686,6.252872,-4.663126,0.339877,0.2337727,0.0869261,0.9067953,1.381768,-0.1695627,0.4926279,0.9771487,-4.934126,-0.4829463
11,67.8599,1,0.2218358,-1.252086,6.785634,-2.06806,0.2603471,-0.07156222,0.1011755,0.9575291,0.1761738,0.1933034,2.0906,0.4591579,-2.90222,1.495418
11,70.0699,1,0.6868194,-2.005521,6.916309,-1.462278,0.2239559,-0.05628523,0.09656474,0.9681689,-0.2901359,0.1590976,2.099109,1.862895,-4.939895,1.04867
12,72.35989,1,0.9108847,1.747663,6.54154,-1.731582,0.2403603,0.3246863,0.1533909,0.9018186,-0.4291223,0.0419443,2.401645,2.834231,2.579653,-2.927371
12,72.3749,1,0.9997652,1.527612,6.666559,-1.529094,0.2229933,0.2838798,0.1117117,0.9258546,-0.7935038,0.3487496,2.202373,2.903235,4.073634,-0.8697084
12,74.14989,1,0.9194974,-0.3880783,6.271264,-4.757424,0.4062282,-0.2203586,0.203839,0.8630587,0.05235331,0.2836755,1.54734,1.303182,-2.118657,-0.9107413
12,76.12489,1,0.339344,0.9820454,6.820977,-1.990095,0.1709685,0.3267499,0.1605087,0.9155551,-0.4829934,0.3432046,2.962858,6.241123,-3.658278,-3.043849
13,79.57989,1,0.9299637,-1.416773,6.554296,-2.46856,0.1809236,-0.05009743,0.1741653,0.9666559,0.2376987,0.2167318,3.102955,3.249208,-8.918866,-0.752482
14,81.23489,1,0.4321419,-1.066686,6.117987,-5.229575,0.3386638,-0.2046462,0.1129543,0.91141,-1.198423,-0.2061469,0.05440709,-0.8158062,1.482838,-1.476771
15,83.50988,1,0.420097,1.418447,6.187782,-4.55926,0.3149979,0.3069287,0.1249479,0.8893588,1.485193,-0.4195533,0.5251456,1.399479,-6.662444,-3.068106
15,86.28988,1,0.4294394,0.5153995,6.657978,-2.769006,0.2659924,0.04702059,0.2666255,0.9251746,-0.1844818,0.1212047,2.414492,2.633819,-3.260405,-2.834059
16,89.07987,1,0.9051224,0.3124056,6.520299,-1.755397,0.2384456,0.02573714,0.1774387,0.9544615,-0.477942,-0.05256629,3.131612,5.377847,-9.184305,-1.724856
16,89.09487,1,0.8651645,0.4516854,6.602469,-1.445019,0.1676115,0.1176285,0.2144937,0.9550195,-0.1628227,0.08644971,3.118562,5.658094,-11.06536,-2.160727
16,90.15487,1,0.7106348,2.129087,6.516509,-1.517332,0.2496092,0.5109763,-0.009664903,0.8224993,-0.1573933,0.1905521,1.84884,1.653131,1.049417,-0.4076579
16,90.88487,1,0.9958363,2.213994,6.823311,-1.589112,0.2036361,0.3642791,0.07596128,0.9055733,0.5336647,0.2912246,1.626272,2.03802,-1.658494,-2.132013
16,91.50987,1,0.9989073,2.288815,6.673805,-1.694731,0.2659895,0.3535484,0.04253822,0.8957922,0.3499471,0.1610179,1.307006,0.4543537,-0.9452389,-0.2951859
16,93.57986,1,0.9999895,2.278198,6.809431,-1.593436,0.2516277,0.2836243,0.1295133,0.9162244,0.509894,0.199692,1.703194,0.3158352,-2.028416,-0.856047
16,95.96986,1,0.6495609,1.630143,6.324777,-1.779724,0.2954547,0.1277706,0.3171304,0.8920816,-0.8512703,0.02812934,2.10335,3.916526,-0.7323005,-2.971719
16,101.6199,1,0.8836135,-0.3000257,6.796125,-1.235337,0.3676136,0.054141,-0.0575031,0.9266188,-0.6334196,0.4919657,2.229616,1.154002,4.856766,4.090316
17,103.8699,1,0.9534401,1.213581,6.895236,-1.023275,0.1706952,0.3827831,0.1866361,0.8885422,-0.883452,0.5926075,2.706933,5.474284,0.4420252,-2.656818
17,104.5798,1,0.6568443,-1.08137,6.005147,-5.438132,0.400715,-0.3129246,0.1760762,0.8429133,-1.010472,0.001203842,-1.345268,-0.8274205,4.181141,-1.39843
17,104.6249,1,0.9980937,-1.38164,5.985107,-5.55884,0.4252516,-0.3089952,0.1397631,0.8391361,-0.8852238,-0.08413719,-0.6918449,-0.5699199,2.336439,0.897966
17,105.6049,1,0.8916253,0.3037004,6.407692,-2.598547,0.4334172,0.07178811,0.06606362,0.8958972,-0.5462161,0.1922451,1.42457,0.03188503,3.005431,0.2113481
17,105.6199,1,0.9223216,0.2626367,6.446038,-2.385606,0.4394422,0.07723542,0.06745218,0.8923987,-0.5029432,0.2508125,1.567846,-0.2546715,1.932165,0.2507006
17,107.2598,1,0.4250124,1.842058,6.729959,-1.975955,0.2246826,0.3673799,0.03486845,0.9018503,-0.05682401,0.5110061,2.242904,3.196177,1.073278,0.897482
17,108.5248,1,0.1721036,1.013223,6.54117,-3.03455,0.3092496,0.2222397,0.06445923,0.9223986,-0.07662273,0.1285081,1.70028,1.786619,0.1185222,0.1876445
17,110.0548,1,0.3473128,-0.8067369,6.152514,-5.245181,0.4253759,-0.1330442,0.07892549,0.891698,-1.214119,-0.02202654,-0.6933334,-0.8880255,4.003561,-2.021114
20,116.8548,1,0.9331906,-0.5548614,7.154191,-0.7808924,0.2185773,0.1521289,-0.04997709,0.9625919,0.9657251,0.5649841,2.596076,8.481142,-8.437023,3.483364
21,118.4048,1,0.2265287,1.24314,6.092897,-4.576091,0.4008521,0.2376141,0.0454568,0.8836238,1.248012,-0.3280607,0.2509756,0.6816494,-4.971884,0.5602411
21,118.4148,1,0.6945808,1.3814,6.063623,-4.567681,0.3880851,0.2629155,0.08291605,0.8794261,1.168827,-0.3473327,0.2422352,0.8226113,-5.154885,-0.6096932
21,125.9548,1,0.838127,0.7984056,6.365797,-2.372179,0.3890998,0.2837496,-0.09997469,0.8706851,-0.7816653,0.7123629,2.477007,3.056804,2.929794,3.558886
23,129.1348,1,0.137551,-1.296144,6.126435,-4.727633,0.3328587,-0.1936121,0.09499849,0.9179841,-1.002739,0.01757756,0.1425997,-0.1403582,2.213648,-1.473055
25,133.4948,1,0.8789018,-0.7241153,6.9684,-1.603028,0.1540217,0.04853944,0.1043384,0.9813433,0.2938147,0.5032321,3.086447,6.89101,-7.607365,-1.019259
26,135.0348,1,0.2624204,0.9207897,6.250115,-4.39731,0.3394608,0.1921788,0.02700114,0.9203829,1.079922,-0.170532,0.1876071,0.447466,-2.84569,0.7758821
26,137.2448,1,0.5978451,-0.2061131,6.606507,-2.52152,0.22091,0.1141418,0.03012389,0.9681234,-0.005245523,-0.0513137,3.251224,12.31432,-8.11258,-0.1917614
26,138.9548,1,0.5160763,1.634235,6.70887,-1.248446,0.2738142,0.45239,0.09598086,0.8433011,1.019052,0.212681,2.360172,1.508504,-6.171211,1.23012
26,138.9698,1,0.1386213,1.670952,6.669271,-1.106129,0.3071617,0.4467284,0.07314397,0.8370994,0.8338614,0.1287422,2.020536,-0.3844923,-3.874429,1.549976
27,148.8348,1,0.9158357,0.9230657,6.442525,-3.91501,0.2572823,0.1424815,0.1224219,0.9479018,-0.06435468,0.2400903,1.516962,6.062486,1.80806,-1.376515
27,150.9048,1,0.9384047,-0.2714515,6.794808,-1.53607,0.2306625,0.06878123,0.128236,0.9620913,-0.1387497,0.1989235,2.90988,3.716249,-4.563827,-0.3293227
28,153.3248,1,0.8541309,1.425471,6.189509,-4.378819,0.3732342,0.298818,-0.01714534,0.8781287,0.9486377,-0.03390632,0.4257699,-0.06529084,-2.006774,2.21813
29,155.7098,1,0.1127159,-1.42091,6.367404,-4.365615,0.2949006,-0.04787223,0.09039828,0.9500368,-1.215231,0.250029,0.4055906,1.893152,-0.1304477,-3.097914
29,158.7098,1,0.9927542,0.7904305,6.797031,-3.629855,0.2574312,0.121199,0.2422086,0.927564,-0.5105829,0.4978045,2.987135,12.43413,-6.688332,-5.064897
29,160.0048,1,0.6716102,-1.815102,6.398169,-3.346618,0.227135,-0.119183,0.06853817,0.9641097,-0.5162079,-0.1851094,1.845776,3.107324,-5.150136,-0.6031386
29,162.8898,1,0.8151981,1.082416,6.514324,-1.191376,0.2201129,0.05303988,0.2315355,0.9461122,-0.546228,-0.1790288,2.610383,1.096127,0.4208208,-1.059229
29,166.1948,1,0.7252645,0.4950318,6.483552,-2.664817,0.2878246,0.1607354,0.07519932,0.9410985,-0.3911146,0.2254287,2.86573,3.111764,-3.295138,3.133701
31,173.4048,1,0.9426712,0.6335926,6.252027,-4.302259,0.6039779,-0.04194923,0.1022513,0.7893007,-0.1926859,0.2445652,1.218447,-0.5467114,2.106751,-0.2358108
32,175.3347,1,0.3196385,-0.6521965,6.201798,-4.931703,0.3336917,-0.1094876,0.0808391,0.9328062,-0.9659294,-0.2171066,-0.2374174,-0.6227144,2.398926,-0.4503718
33,183.0097,1,0.121183,1.042017,6.054457,-5.401826,0.4404567,0.09453646,0.1042741,0.8866722,0.4956501,0.04607945,-0.8804839,-1.112714,-1.304809,0.2329322
34,185.3647,1,0.9033261,1.627108,6.335148,-2.525459,0.349925,0.2791265,0.102526,0.8883296,0.1377283,-0.03577059,1.983735,0.1677554,-0.1960047,0.2397345
34,188.0297,1,0.2928245,0.3238611,6.596951,-2.080642,0.3126225,-0.04093934,0.0809712,0.9455341,-0.3887488,0.07647596,1.861629,1.331082,-0.5044518,0.5235595
34,192.3597,1,0.4217818,0.4761295,6.412934,-3.808098,0.3704349,0.1870098,0.07575627,0.9066787,1.183087,-0.4375908,-0.4360978,-0.537477,-4.336441,0.8279471
34,192.4247,1,0.8019986,1.333374,5.988124,-4.238467,0.4414362,0.3039563,0.1103508,0.836999,1.548747,-0.7159213,-0.7212963,-2.410514,-4.452088,0.2987382
34,192.4697,1,0.7882074,1.63027,5.991554,-4.485525,0.4471191,0.3375398,0.09742165,0.8225938,1.059701,-0.153703,-0.6758846,-0.9899561,-2.228297,1.153901
34,194.2797,1,0.7266751,-1.940564,6.942949,-1.241047,0.2459769,-0.04871841,6.498005E-05,0.9680506,-0.5672359,0.1161241,2.515171,1.698459,-3.189956,1.363667
34,196.1147,1,0.9674678,0.5813351,6.334386,-2.245526,0.3764136,0.2717797,0.03981101,0.8847958,-0.5343705,0.01986312,1.585295,0.08614078,0.5433992,-0.3682811
34,200.5047,1,0.3220803,-1.071484,6.005415,-5.020831,0.4066539,-0.1638618,0.06630518,0.8963178,-1.171762,-0.04093096,-0.1693819,-0.5639718,3.499632,-0.6412604
34,203.4747,1,0.3137933,-0.415719,6.372718,-3.943142,0.4439845,-0.1557284,0.1007033,0.8766328,-0.0948161,-0.05823307,1.53614,0.7612076,-1.563802,0.1840666
35,210.0597,1,0.3423433,-0.9238789,5.97609,-5.221537,0.4163083,-0.1788817,0.1133588,0.8842164,-0.9518911,-0.01726358,-0.4755637,-0.8507727,2.901795,-2.733825
35,213.6147,1,0.5,0.139719,6.856545,0.2727928,0.3147008,0.1433707,-0.1140323,0.9313458,-0.3477747,0.3194259,1.457965,-2.074553,1.857998,0.9730743
36,216.8997,1,0.3481294,-0.8648064,6.017931,-4.39437,0.432761,-0.1152406,0.05196945,0.8926011,-0.9511573,0.02256102,-0.5337052,-1.038484,3.614861,-1.344036
36,222.4047,1,0.452132,-1.059841,6.266232,-4.892679,0.433312,-0.1524426,0.04152357,0.8872867,-1.080245,-0.1859247,-0.02241516,-0.731094,2.962802,0.4118179
36,232.7247,1,0.3394299,-1.17159,6.184081,-4.864817,0.3991017,-0.147121,0.1220016,0.8967658,-1.375202,-0.1415385,0.07054764,0.01364738,2.888817,-2.171111
36,237.9147,1,0.3061498,0.5688787,6.095588,-4.695264,0.4159251,0.2124122,0.0755715,0.8810087,0.9731153,-0.3017097,0.1759646,0.6521823,-3.581384,-0.6863197
37,241.8547,1,0.3419874,-1.370908,6.238958,-4.721707,0.4577596,-0.2026393,0.03232155,0.8650716,-1.51476,0.1476924,-0.04714383,0.07139574,5.321854,-0.3661639
37,242.9597,1,0.2918901,-1.214225,6.134633,-4.810271,0.4130246,-0.1456711,0.1587232,0.8848715,-1.483732,-0.3890026,-0.4224336,-0.7113561,3.607371,-2.569928
37,243.0146,1,0.9639181,-1.825635,6.091011,-4.993143,0.4409105,-0.2371175,0.06982322,0.862843,-1.113382,-0.1951272,-0.2866837,0.03329371,4.262949,1.381554
37,247.3596,1,0.300671,0.1014392,6.524136,-2.298758,0.2774472,0.03810608,0.1246591,0.9518567,-0.4350213,0.06204413,2.25934,4.652541,-1.787291,-2.641939
38,252.7746,1,0.1905486,0.8452795,6.573423,-4.662481,0.2539257,-0.04659405,0.1767296,0.9497986,0.1221664,-0.2474135,-1.180253,-2.246889,1.107791,0.9615589
38,252.8346,1,0.9999997,1.013573,6.385263,-5.176751,0.3362559,-0.02277621,0.1910422,0.921909,0.2994947,-0.2658021,-1.15318,-2.903415,-0.2231157,0.09657255
38,252.8546,1,0.7512378,1.060473,6.339005,-5.298616,0.3393658,-0.0238665,0.2253434,0.9129522,0.3125029,-0.2659567,-1.133244,-2.71842,-0.4918923,-1.198645
38,252.8746,1,0.7658728,1.167487,6.287886,-5.497455,0.3460148,-0.02016517,0.2380884,0.9072933,0.3932719,-0.2245177,-1.000207,-1.773372,-0.4348705,-0.7420778
38,261.0396,1,0.8941082,0.9012647,6.45939,-0.8352804,0.2400045,0.4375973,-0.008506034,0.8665068,-0.4728114,0.2818853,1.944218,0.614224,0.1065143,1.660145
38,263.8896,1,0.5986567,-1.949936,6.62631,-2.562799,0.2005586,-0.251554,0.1020587,0.9413186,-0.793658,-0.198052,2.107505,1.757894,-4.346297,-0.3756652
39,272.4296,1,0.9201223,-1.677861,6.630751,-4.220853,0.2631021,-0.3524419,0.1471975,0.8859429,-0.8957752,0.2380719,1.577662,0.2008982,2.975147,-1.621041
39,275.0796,1,0.5361419,-1.493189,6.657768,-3.342334,0.2556094,-0.1431898,0.1400973,0.9457977,-0.6963137,-0.1344231,2.569761,2.277329,-5.6317,-1.624115
40,277.7596,1,0.8747151,-1.852206,6.649994,-3.749437,0.2756666,-0.3703166,0.1151844,0.8795488,-0.7734923,0.05262229,2.572467,0.7511411,-0.8104296,-0.07187132
40,279.4846,1,0.1274531,-1.824329,6.450127,-5.353979,0.3574543,-0.3732177,0.0885314,0.8515263,-0.6051537,-0.2681868,1.374386,2.35668,-2.422437,-0.1101098
40,281.0096,1,0.3902059,-2.514967,6.469628,-3.073503,0.2146505,-0.1181581,0.06741019,0.9671709,-0.1031611,-0.1432252,2.454331,1.768775,-6.571592,0.8143392
41,282.6096,1,0.3255228,1.065713,6.286248,-4.759048,0.3231556,0.3967465,0.04936022,0.8577449,1.798501,-0.3285007,0.5910133,1.022763,-8.082206,0.019982
41,285.8596,1,0.6684697,-1.540901,7.500563,0.2096357,0.00225735,0.1359467,0.256218,0.9570087,0.4974562,0.7955675,2.559755,1.143424,-10.33112,-1.391537
41,288.0796,1,0.9083307,-1.540281,6.873023,-1.798519,0.2159199,-0.05872692,0.1404695,0.9644677,-0.149906,0.3895027,3.116797,1.502005,-7.188723,0.1005372
41,290.4296,1,0.627589,-2.13108,6.505675,-3.255818,0.2715485,-0.2691018,0.05523792,0.9223852,-0.8863181,-0.1129323,2.406101,1.491593,-2.983993,-0.4564869
42,292.6646,1,0.9606964,1.415157,6.521066,-2.393134,0.2944215,0.47676,0.002451936,0.8282571,0.5143334,0.1260523,2.30202,1.6215,-3.005689,0.8041377
